Sample.ID,Family,sum biomass_not_corrected (g),sum_abundance,LAT,LON,year,month,quarter
A2020/05921,Gobiidae,0.026357007,1,58.23333333,11.35,2015,9,3
A2020/05922,Clupeidae,1829.101265,22,58.23333333,11.35,2015,9,3
A2020/05922,Gadidae,176.4385692,3,58.23333333,11.35,2015,9,3
A2020/05922,Gobiidae,5.980202344,1,58.23333333,11.35,2015,9,3
A2021/05041,Clupeidae,104.2790083,2,58.18148167,11.41413667,2020,10,4
A2021/05041,Gadidae,84.03527859,4,58.18148167,11.41413667,2020,10,4
A2021/05048,Gadidae,109.3450393,5,58.183333,11.416667,2020,10,4
A2021/05052,Gadidae,131.5846637,1,58.91197167,11.10866667,2020,10,4
A2021/05076,Gadidae,67.39740269,3,58.166667,11.3,2020,10,4
A2021/05076,Pleuronectidae,117.5089625,5,58.166667,11.3,2020,10,4
A2021/05081,Gadidae,319.3613368,1,58.67038833,11.17258333,2020,10,4
A2021/05082,Gadidae,675.0857187,10,58.91063833,11.10686167,2020,10,4
A2021/05083,Clupeidae,20.20346064,1,58.16666667,11.3,2020,10,4
A2021/05086,Gadidae,14.49043216,1,58.91063833,11.10686167,2020,10,4
A2021/05087,Gadidae,59.53614216,8,58.663873,11.140695,2020,10,4
A2021/05088,Gadidae,703.080462,41,57.73333333,11.58333333,2019,10,4
A2021/05093,Gadidae,110.9321038,3,58.6633,11.13955,2020,10,4
A2021/05095,Gadidae,550.623824,39,58.910639,11.106861,2020,10,4
A2021/05095,Pleuronectidae,53.27088295,2,58.910639,11.106861,2020,10,4
A2021/05097,Clupeidae,17.2100936,1,58.670389,11.172583,2020,10,4
A2021/05097,Gadidae,4416.256152,128,58.670389,11.172583,2020,10,4
A2021/05097,Gobiidae,38.70466723,1,58.670389,11.172583,2020,10,4
A2021/05097,Pleuronectidae,37.39294481,2,58.670389,11.172583,2020,10,4
A2021/05099,Gadidae,297.34268,5,58.6689,11.17021667,2020,10,4
A2021/05099,Gobiidae,71.20363261,2,58.6689,11.17021667,2020,10,4
A2021/05100,Clupeidae,132.6817687,2,58.911972,11.108667,2020,10,4
A2021/05108,Gadidae,2048.479608,79,58.6633,11.139617,2020,10,4
A2021/05114,Clupeidae,8.695064813,1,58.661228,10.983582,2020,10,4
A2021/05114,Gadidae,2676.366649,52,58.661228,10.983582,2020,10,4
A2021/05114,Gobiidae,98.94530393,1,58.661228,10.983582,2020,10,4
A2021/05114,Pleuronectidae,4.731114983,1,58.661228,10.983582,2020,10,4
A2021/05189,Gadidae,209.0503769,22,58.56241333,11.19645,2020,10,4
A2021/05190,Gadidae,5.936615432,1,58.59,11.08,2020,10,4
A2021/05191,Gadidae,890.472569,61,58.22,11.36,2020,10,4
A2021/05191,Gobiidae,0.083478312,1,58.22,11.36,2020,10,4
A2021/05192,Gadidae,131.2503961,36,58.22,11.36,2020,10,4
A2021/05192,Gobiidae,0.05717718,1,58.22,11.36,2020,10,4
A2021/05193,Gadidae,938.7694482,33,58.56,11.07,2020,10,4
KS_2017_01,Clupeidae,9.537875503,1,58.110855,11.785637,2017,2,1
KS_2017_01,Pleuronectidae,165.2550093,5,58.110855,11.785637,2017,2,1
KS_2017_01,Scophthalmidae,6727.394925,2,58.110855,11.785637,2017,2,1
KS_2017_02,Clupeidae,246.3553021,13,58.120467,11.781464,2017,2,1
KS_2017_02,Gadidae,61.00166479,2,58.120467,11.781464,2017,2,1
KS_2017_02,Pleuronectidae,7.775366495,1,58.120467,11.781464,2017,2,1
KS_2019_01,Clupeidae,27.60456724,1,58.232,11.345,2019,10,4
KS_2019_01,Gadidae,1586.492317,56,58.232,11.345,2019,10,4
KS_2019_02,Gadidae,1067.828745,97,58.183,11.325,2019,10,4
KS_2019_03,Clupeidae,481.044449,8,58.185,11.364,2019,10,4
KS_2019_03,Gadidae,29.68291967,2,58.185,11.364,2019,10,4
KS_2019_04,Gadidae,13.31014596,1,58.221,11.346,2019,10,4
KS_2019_06,Clupeidae,20.37148597,1,58.183,11.325,2019,10,4
KS_2019_07,Clupeidae,905.7281317,15,58.185,11.364,2019,10,4
KS_2019_08,Gobiidae,9.673793846,3,58.184,11.421,2019,12,4
KS_2019_08,Pleuronectidae,326.8945024,24,58.184,11.421,2019,12,4
KS_2019_09,Gadidae,25.58809213,2,58.129,11.401,2019,12,4
KS_2019_09,Gobiidae,1309.316543,178,58.129,11.401,2019,12,4
KS_2020_02,Clupeidae,798.630255,63,57.898089,11.465864,2020,1,1
KS_2020_02,Gadidae,47.20719001,2,57.898089,11.465864,2020,1,1
KS_2020_03,Gadidae,1070.883267,65,58.078466,11.617699,2020,2,1
KS_2020_03,Gobiidae,10.30531227,26,58.078466,11.617699,2020,2,1
KS_2020_03,Pleuronectidae,43.09280167,1,58.078466,11.617699,2020,2,1
KS_2020_04,Clupeidae,55.40201304,2,58.107908,11.794939,2020,2,1
KS_2020_04,Pleuronectidae,4878.753896,415,58.107908,11.794939,2020,2,1
KS_2020_05,Clupeidae,213.5970401,22,58.024283,11.798372,2020,1,1
KS_2020_25,Clupeidae,72.45153566,9,58.077,11.747,2020,10,4
KS_2020_25,Gadidae,2012.722464,99,58.077,11.747,2020,10,4
KS_2020_25,Gobiidae,34.95673919,21,58.077,11.747,2020,10,4
KS_2020_26,Clupeidae,0.858644543,1,58.077,11.747,2020,10,4
KS_2020_26,Gadidae,1032.977286,40,58.077,11.747,2020,10,4
KS_2020_26,Gobiidae,17.37939991,18,58.077,11.747,2020,10,4
KS_2020_26,Pleuronectidae,59.74781084,2,58.077,11.747,2020,10,4
KS_2020_27,Clupeidae,364.0234284,40,58.025,11.793,2020,10,4
KS_2020_28,Anguillidae,169.1461551,1,58.077,11.747,2020,3,1
KS_2020_28,Clupeidae,119.8194479,26,58.077,11.747,2020,3,1
KS_2020_28,Gadidae,15.60495061,1,58.077,11.747,2020,3,1
KS_2020_29,Clupeidae,64.3894167,5,58.077,11.747,2020,3,1
KS_2020_30,Clupeidae,2043.796128,122,58.077,11.747,2020,3,1
KS_2020_30,Gadidae,151.4836805,7,58.077,11.747,2020,3,1
KS_2020_31,Clupeidae,3.418527851,1,58.099575,11.597747,2020,9,3
KS_2020_31,Gadidae,1030.196773,46,58.099575,11.597747,2020,9,3
KS_2020_31,Gobiidae,69.6430135,51,58.099575,11.597747,2020,9,3
KS_2020_31,Pleuronectidae,65.47032021,8,58.099575,11.597747,2020,9,3
KS_2020_32,Clupeidae,43.24907811,1,58.099575,11.597747,2020,9,3
KS_2020_32,Gadidae,860.0503363,33,58.099575,11.597747,2020,9,3
KS_2020_32,Gobiidae,6.51929489,5,58.099575,11.597747,2020,9,3
KS_2020_32,Pleuronectidae,298.4633724,29,58.099575,11.597747,2020,9,3
KS_2021_01,Clupeidae,304.7120246,28,58.0664842,11.6159559,2021,4,2
KS_2021_02,Clupeidae,251.3556883,21,58.0664842,11.6159559,2021,4,2
KS_2021_02,Gadidae,15.03550369,1,58.0664842,11.6159559,2021,4,2
KS_2021_02,Pleuronectidae,284.752741,47,58.0664842,11.6159559,2021,4,2
KS_2021_03,Clupeidae,1.518670825,1,58.0847962,11.5936051,2021,3,1
KS_2021_03,Gadidae,1645.323663,39,58.0847962,11.5936051,2021,3,1
KS_2021_03,Scophthalmidae,20820.91851,4,58.0847962,11.5936051,2021,3,1
KS_2021_04,Clupeidae,46.58345048,3,58.109344,11.785681,2021,3,1
KS_2021_04,Gadidae,809.3686829,43,58.109344,11.785681,2021,3,1
KS_2021_04,Gobiidae,0.358886845,6,58.109344,11.785681,2021,3,1
KS_2021_05,Clupeidae,44.30022736,4,58.0792899,11.7674304,2021,1,1
KS_2021_07,Clupeidae,99.45473418,10,58.0260974,11.795508,2021,1,1
KS_2021_07,Gadidae,1070.169669,44,58.0260974,11.795508,2021,1,1
KS_2021_07,Gobiidae,1.298572887,1,58.0260974,11.795508,2021,1,1
KS_2021_13,Gadidae,570.0392022,8,58.079533,11.767233,2021,11,4
KS_2021_13,Pleuronectidae,14.26101068,2,58.079533,11.767233,2021,11,4
KS_2021_14,Anguillidae,220.0514945,1,58.09848,11.670249,2021,11,4
KS_2021_14,Gadidae,19.18589907,1,58.09848,11.670249,2021,11,4
KS_2021_14,Gobiidae,10.85701498,3,58.09848,11.670249,2021,11,4
KS_2021_14,Zoarcidae,38.23540629,2,58.09848,11.670249,2021,11,4
KS_2021_15,Gobiidae,43.48405193,8,58.026005,11.792469,2021,11,4
KS_2021_16,Clupeidae,105.4689604,10,58.0684689,11.63113378,2021,12,4
KS_2021_16,Gadidae,1204.362623,48,58.0684689,11.63113378,2021,12,4
KS_2021_16,Gobiidae,17.37711573,35,58.0684689,11.63113378,2021,12,4
KS_2021_17,Clupeidae,270.6295413,35,58.0684689,11.6313378,2021,12,4
KS_2021_17,Gadidae,646.259781,55,58.0684689,11.6313378,2021,12,4
KS_2021_17,Gobiidae,7.462509846,10,58.0684689,11.6313378,2021,12,4
KS_2021_18,Clupeidae,0.713605673,1,58.026005,11.792469,2021,11,4
KS_2021_18,Gobiidae,0.802053707,2,58.026005,11.792469,2021,11,4
KS_2021_19,Gadidae,338.0982603,17,58.073252,11.545808,2021,12,4
KS_2021_19,Gobiidae,546.6488076,99,58.073252,11.545808,2021,12,4
KS_2021_19,Pleuronectidae,24.53822689,2,58.073252,11.545808,2021,12,4
KS_2021_20,Clupeidae,446.0177767,50,57.9932343,11.7405492,2021,5,2
KS_2021_20,Gadidae,173.0868521,5,57.9932343,11.7405492,2021,5,2
KS_2021_20,Gobiidae,15.84987892,2,57.9932343,11.7405492,2021,5,2
KS_2021_20,Pleuronectidae,102.8191042,8,57.9932343,11.7405492,2021,5,2
KS_2021_21,Gobiidae,529.2398602,54,58.08196519,11.5910717,2021,10,4
KS_2021_21,Pleuronectidae,34.42287091,4,58.08196519,11.5910717,2021,10,4
KS_2021_22,Gobiidae,1835.089525,268,58.0819659,11.5910717,2021,10,4
KS_2021_22,Pleuronectidae,41.83373702,3,58.0819659,11.5910717,2021,10,4
KS_2021_23,Clupeidae,13.9572786,2,58.0819659,11.5910717,2021,10,4
KS_2021_23,Gadidae,4108.214136,115,58.0819659,11.5910717,2021,10,4
KS_2021_23,Gasterosteidae,0.244,1,58.0819659,11.5910717,2021,10,4
KS_2021_23,Gobiidae,36.30231373,43,58.0819659,11.5910717,2021,10,4
KS_2021_23,Pleuronectidae,325.885353,38,58.0819659,11.5910717,2021,10,4
KS_2021_24,Clupeidae,35.87672746,2,58.0143242,11.4549501,2021,9,3
KS_2021_24,Gadidae,27.8163776,2,58.0143242,11.4549501,2021,9,3
KS_2021_24,Pleuronectidae,3.175481595,1,58.0143242,11.4549501,2021,9,3
KS_2022_01,Clupeidae,62.08323036,4,58.8507,10.899811,2022,1,1
KS_2022_01,Gadidae,773.8401461,96,58.8507,10.899811,2022,1,1
KS_2022_02,Clupeidae,126.0958794,3,58.8507,10.899811,2022,3,1
KS_2022_02,Gadidae,1931.572981,85,58.8507,10.899811,2022,3,1
KS_2022_02,Gobiidae,1.411493977,1,58.8507,10.899811,2022,3,1
KS_2022_02,Pleuronectidae,682.7407798,19,58.8507,10.899811,2022,3,1
KS_2022_106,Clupeidae,1248.848307,85,58.31,11.55,2022,11,4
KS_2022_106,Gadidae,1067.034395,43,58.31,11.55,2022,11,4
KS_2022_106,Gobiidae,7.14888236,1,58.31,11.55,2022,11,4
KS_2024_21,Clupeidae,572.5043244,70,58.947618,11.093702,2016,10,4
KS_2024_21,Gadidae,6.664356268,1,58.947618,11.093702,2016,10,4
KS_2024_21,Osmeridae,0.55861783,1,58.947618,11.093702,2016,10,4
KS_2024_21,Pleuronectidae,30.85024614,2,58.947618,11.093702,2016,10,4
KS_2024_21,Zoarcidae,4138.312891,54,58.947618,11.093702,2016,10,4
KS_2024_25,Clupeidae,1.958843436,1,58.927689,11.128292,2024,4,2
KS_2024_25,Gadidae,859.9563782,15,58.927689,11.128292,2024,4,2
KS_2024_25,Gobiidae,0.049940043,2,58.927689,11.128292,2024,4,2
KS_2024_26,Anguillidae,1275.085265,6,58.79169,11.15593,2024,2,1
KS_2024_26,Gadidae,393.5234455,3,58.79169,11.15593,2024,2,1
KS_2025_79,Clupeidae,778.7301729,71,58.272968,11.336494,2024,2,1
KS_2025_79,Gadidae,44.74482975,2,58.272968,11.336494,2024,2,1
KS_2025_79,Gobiidae,128.0339169,1,58.272968,11.336494,2024,2,1
KS_2025_80,Clupeidae,68.77537594,14,58.272968,11.336494,2025,5,2
KS_2025_80,Gadidae,10.81742323,1,58.272968,11.336494,2025,5,2
KS_2025_81,Clupeidae,6.584230796,3,58.220209,11.359153,2025,5,2
KS_2025_82,Clupeidae,15.04016574,1,58.420435,11.18629,2025,5,2
KS_2025_82,Gadidae,15.45934422,1,58.420435,11.18629,2025,5,2
